Name	CUTON	CUTOO	CUTOP
Pp3c15_4900V3.1	0	0.188896	0
Pp3c7_15760V3.1	68.4431	61.2001	49.7441
Pp3c15_7070V3.1	0	0	12.1981
Pp3c23_21270V3.7	2.30375	0.718352	0
Pp3c1_3600V3.1	0	0.871744	0.551034
Pp3c27_8190V3.1	335.062	304.254	365.823
Pp3c15_7250V3.2	0.137027	0.12589	0.587822
Pp3c3_11890V3.1	0	0.169832	0.202105
Pp3c20_10650V3.1	0	0	0
Pp3c26_950V3.1	3.75955	3.76491	2.12418
Pp3c15_21400V3.1	11.1301	10.9395	13.4515
Pp3c15_11040V3.1	1.32869	1.17929	1.80325
Pp3c15_24210V3.2	1.29322	0	3.7726
Pp3c2_5336V3.1	0.515106	0	0.175967
Pp3c15_5260V3.1	11.9531	8.23935	5.45362
Pp3c3_8390V3.1	0	0	0.024632
Pp3c15_5260V3.3	5.28748	4.71882	10.3343
Pp3c15_14910V3.1	0	0.31884	0
Pp3c14_18690V3.2	0	0	0
Pp3c4_1810V3.1	6.089	4.36938	4.28564
Pp3c15_24290V3.1	19.2359	9.84324	7.34089
Pp3c16_1230V3.1	5.70664	6.17812	6.29745
Pp3c23_3420V3.8	2.59612	0.703973	2.09221
Pp3c17_23070V3.3	6.14106	2.52593	4.58678
Pp3c20_6230V3.1	11.7644	9.93671	7.86371
Pp3c27_8370V3.1	2.90064	2.80433	0.524742
Pp3c8_18530V3.1	0	0	0
Pp3c15_24290V3.6	0.29165	0.467718	0.890251
Pp3c15_24290V3.4	0	0	0
Pp3c15_18500V3.2	2.44137	2.95372	2.96136
Pp3c15_24290V3.10	0	0.258901	1.40045
Pp3c15_5040V3.1	14.9524	14.232	12.67
Pp3c9_5313V3.1	0	0	0
Pp3c15_20040V3.2	0	0	0
Pp3c15_17200V3.1	5.01087	4.70688	5.98753
Pp3c13_2427V3.1	0.270505	2.50758	3.09485
Pp3c3_11200V3.1	4.5911	3.77775	3.73052
Pp3c25_13250V3.2	0	0	0
Pp3c27_2520V3.1	1.31329	0.670928	0.568548
Pp3c15_4300V3.1	0	0	0
Pp3c18_12510V3.4	0	0	0
Pp3c15_17569V3.1	0.237076	0.374433	0.868683
Pp3c4_24620V3.1	0	0	0
Pp3c27_4060V3.1	0	0	0
Pp3c4_25970V3.1	0	0	0
Pp3c15_11880V3.1	0	0.024975	0.037058
Pp3c15_21950V3.1	1.60199	1.33363	0.702506
Pp3c18_10070V3.8	1.46438	1.46683	2.31576
Pp3c27_6090V3.1	0	0	0
Pp3c13_20160V3.1	71.6954	58.7636	124.68
Pp3c15_5130V3.1	30.2773	33.6481	37.0657
Pp3c18_19048V3.1	0	0.159347	0
Pp3c13_50V3.1	0	0	0
Pp3c13_1310V3.1	21.7275	20.2028	25.3198
Pp3c12_4430V3.1	8.47503	7.63443	6.70204
Pp3c12_3800V3.1	7.35647	7.0295	5.47653
Pp3c26_2200V3.1	12.6911	21.069	18.1382
Pp3c15_440V3.1	0	0	0
Pp3c4_32160V3.5	0	1.31631	34.3452
Pp3c15_7030V3.1	57.0296	59.5469	43.4978
Pp3c15_20910V3.1	2.43529	3.08529	3.55193
Pp3c18_21330V3.3	0	0	0
Pp3c15_20910V3.5	0	0	2.99781
Pp3c15_15530V3.1	21.6058	20.1769	21.9406
Pp3c15_17290V3.1	1.31329	1.84694	1.51613
Pp3c14_18830V3.1	28.0902	32.331	39.6222
Pp3c15_12690V3.2	14.3999	11.9891	7.828
Pp3c26_2320V3.1	0	0	1.04354
Pp3c13_23460V3.1	0	0.322471	0.261154
Pp3c18_12400V3.1	0	0	0.013249
Pp3c15_12690V3.10	0.754375	2.33497	0.492609
Pp3c20_15730V3.3	0	0	0
Pp3c5_2110V3.5	0	2.46813	1.50136
Pp3c25_10040V3.1	10.5901	9.49367	9.70953
Pp3c15_12690V3.1	1.45488	0	10.0848
Pp3c16_23550V3.1	1.81813	6.33457	18.1334
Pp3c9_4130V3.1	0	0	0.233316
Pp3c2_36820V3.8	2.38693	4.07053	1.70006
Pp3c18_22330V3.1	0	0	0
Pp3c19_7810V3.2	0.141129	0.649125	0
Pp3c15_21860V3.8	1.96783	0	1.98974
Pp3c2_11520V3.1	1.28109	0.889896	0.461078
Pp3c14_4640V3.1	3.33176	2.5818	1.99822
Pp3c23_6150V3.1	690.281	694.809	683.154
Pp3c15_21860V3.4	0	1.30945	3.4208
Pp3c15_3420V3.1	0	0	0
Pp3c19_14220V3.1	14.3382	11.2065	9.57954
Pp3c15_500V3.2	19.6032	23.9349	20.066
Pp3c3_9290V3.1	0	0	0
Pp3c15_21350V3.1	0	0	0
Pp3c15_11910V3.1	0	0	0.269241
Pp3c8_4280V3.1	0	0.36471	0
Pp3c23_7810V3.1	18.6572	15.4936	20.4747
Pp3c15_14660V3.2	0	2.20468	0
Pp3c20_9110V3.4	1.32567	0.943621	2.01864
Pp3c15_18640V3.2	13.3613	11.501	14.9181
Pp3c3_27710V3.4	0	0.178594	0.241518
Pp3c15_12030V3.1	0.090576	0	0
Pp3c6_11140V3.1	0.638496	0.521173	1.38585
Pp3c14_8800V3.1	3.73631	1.07249	4.67259
Pp3c15_6310V3.1	10.2717	8.364	13.2532
Pp3c25_1569V3.1	0	0	0
Pp3c15_7670V3.1	0	0	0
Pp3c15_22031V3.1	0	0	0
Pp3c20_1850V3.5	0.095038	0.305297	0
Pp3c12_3560V3.1	0	0	0
Pp3c15_20130V3.1	12.0558	18.8934	11.0356
Pp3c15_20130V3.2	0	6.49213	0
Pp3c13_8590V3.5	0.238185	0	0.811684
Pp3c2_14050V3.2	0.664704	0.450488	0
Pp3c6_3180V3.1	0	0	0
Pp3c15_25210V3.1	0	0	0
Pp3c8_4410V3.2	2.27452	1.78228	0.802736
Pp3c23_3420V3.1	0	0	0
Pp3c15_5210V3.1	4.6071	3.3991	2.22617
Pp3c10_650V3.5	0	0	0
Pp3c2_36170V3.1	79.781	60.0952	56.4759
Pp3c15_24770V3.1	3.70191	1.99745	1.96803
Pp3c15_22920V3.1	78.3252	68.8374	54.6311
Pp3c14_7170V3.2	6.3413	5.54699	0
Pp3c20_19940V3.1	25.5693	24.1719	25.8057
Pp3c5_3880V3.2	0	0.239874	0
Pp3c15_15020V3.1	73.8296	69.4136	71.1083
Pp3c15_20640V3.1	0	2.37371	3.48369
Pp3c17_18800V3.5	0	0	0
Pp3c15_13580V3.1	6.26568	5.18331	7.16655
Pp3c16_11630V3.3	46.9483	12.3456	135.055
Pp3c15_3730V3.1	0	0.422739	0.910804
Pp3c15_2270V3.1	0.208106	0	0
Pp3c3_35340V3.1	4.06013	3.42797	3.87703
Pp3c1_41490V3.3	1.36754	1.81438	0
Pp3c15_23440V3.1	9.19253	7.94564	6.21175
Pp3c15_22150V3.2	0.291423	0.110639	0
Pp3c15_21130V3.1	19.5972	16.8797	17.282
Pp3c1_20250V3.1	0	0	0
Pp3c20_22090V3.3	0	0	1.88324
Pp3c15_2490V3.2	0.39321	1.38495	1.2625
Pp3c15_14807V3.1	2.53746	3.44575	4.60383
Pp3c14_4491V3.1	1.15377	1.1209	0.6055
Pp3c10_1810V3.1	7.35667	7.46211	9.72503
Pp3c15_22940V3.1	0.253554	0.564617	0
Pp3c6_10190V3.1	0	0	0
Pp3c15_22900V3.1	1.82765	1.8732	0.185013
Pp3c17_9425V3.1	0	0.098764	0.125401
Pp3c13_12890V3.3	0	0	7.60252
Pp3c14_3490V3.1	155.873	175.497	153.081
Pp3c15_15890V3.1	0	0	0
Pp3c1_22950V3.17	0	0	0
Pp3c21_14450V3.1	168.11	132.553	129.022
Pp3c2_14060V3.1	3.87186	3.46517	1.84534
Pp3c21_17040V3.1	0.393032	0.913409	0.158394
Pp3c15_12056V3.1	0.422713	0.160888	0
Pp3c13_16720V3.1	8.52879	8.53155	9.50365
Pp3c19_9180V3.1	0	0	0
Pp3c15_25650V3.1	0.210684	0.148928	0.046515
Pp3c1_22180V3.1	10.3689	9.79206	7.07162
Pp3c15_25650V3.2	0	0.011371	0
Pp3c27_4090V3.1	0.684189	2.7902	4.93204
Pp3c15_22740V3.1	7.87748	7.52316	5.69771
Pp3c13_18320V3.1	8.78868	7.07634	5.5018
Pp3c16_10280V3.1	68.7508	68.436	65.628
Pp3c20_19310V3.1	0	0	0
Pp3c2_13900V3.1	0	0	0
Pp3c15_11755V3.1	0	0	0
Pp3c15_5520V3.1	8.40066	5.69552	6.01911
Pp3s34_123V3.1	0	0	0
Pp3c15_5520V3.2	0	0	0
Pp3c3_10430V3.1	0	0	0
Pp3c15_12280V3.1	4.45423	3.64225	4.48468
Pp3c15_6070V3.1	0	0	0
Pp3c15_9880V3.2	7.41897	3.42595	2.92885
Pp3c2_15250V3.2	5.79896	10.5434	6.03567
Pp3c17_5900V3.2	0	0	0.713385
Pp3c3_7820V3.6	0.247251	0	1.00574
Pp3c3_13080V3.1	47.4454	46.9423	49.0656
Pp3c3_26420V3.2	16.9156	13.203	20.8501
Pp3c15_14310V3.1	15.2175	13.3515	18.2516
Pp3c12_23410V3.1	64.1	59.6119	60.0632
Pp3c2_19669V3.1	1.48399	1.03877	0
Pp3c18_19460V3.1	0	0	0
Pp3c21_5350V3.1	9.54143	6.53721	9.2909
Pp3c2_1490V3.1	12.9058	11.9202	16.1867
Pp3c25_14190V3.1	0	0	0.782361
Pp3c25_7620V3.7	1.1735	0.854426	0.165932
Pp3c6_26190V3.1	0.22567	0.193016	0.373692
Pp3c15_9330V3.1	10.3977	10.4739	9.52457
Pp3c15_2200V3.3	2.0439	0	0
Pp3c15_12030V3.2	0	0	0
Pp3c3_13470V3.1	44.8533	47.7959	32.6631
Pp3c15_14900V3.1	0.21035	1.09372	0
Pp3c15_12260V3.1	57.8503	62.5744	56.7926
Pp3c15_4400V3.1	0	0	0
Pp3c23_14180V3.2	0	0	0.827461
Pp3c8_19810V3.12	2.12549	2.04264	0
Pp3c26_14490V3.1	1.31872	0.854265	0.415831
Pp3c9_24500V3.4	3.50556	2.73121	0
Pp3c15_4400V3.2	0	0	0
Pp3c13_7430V3.1	0	0	0
Pp3c15_10210V3.4	0	0	0
Pp3c2_32270V3.1	2.12975	1.21183	1.22731
Pp3c15_10210V3.5	4.71628	4.5676	5.20457
Pp3c6_25020V3.2	0	0.261342	4.53214
Pp3c1_12290V3.1	0	0	0
Pp3c22_1440V3.1	0.102372	0.1399	0.312776
Pp3c19_12590V3.3	0	0	0
Pp3c12_5033V3.1	0	0	0
Pp3c19_20830V3.1	0	0	0
Pp3c15_900V3.1	15.7388	8.46954	33.7049
Pp3c15_20630V3.2	3.44157	4.15409	2.69799
Pp3c6_28650V3.3	0	0	0
Pp3c23_17590V3.1	0.702902	0.960182	0.975677
Pp3c23_15450V3.1	31.8154	29.5944	35.5448
Pp3c15_20630V3.4	0	0	0
Pp3c22_2550V3.2	5.62293	0	3.78639
Pp3c15_20630V3.5	0	0	0
Pp3c15_21590V3.1	0	0	0
Pp3c15_20630V3.6	0	0	0
Pp3c15_20480V3.1	2.75166	3.86725	2.87289
Pp3c15_12040V3.1	1.84632	2.34686	1.83901
Pp3c2_26340V3.2	2.28508	3.74387	1.23341
Pp3c8_1710V3.1	0	0	0
Pp3c15_22140V3.1	0.797917	1.38186	0.792316
Pp3c7_22710V3.1	8.79776	8.77741	13.7244
Pp3c20_5490V3.2	0	0	0
Pp3c3_14850V3.1	5.40864	4.9761	5.01328
Pp3c17_18100V3.1	4.2434	5.55174	7.0574
Pp3c2_34520V3.1	10.8986	9.48207	9.22566
Pp3c12_22790V3.1	8.94383	10.994	6.85842
Pp3c2_31470V3.1	26.3512	27.9912	35.6173
Pp3c15_9490V3.1	0	0	0
Pp3c15_21563V3.1	0	0	0
Pp3c15_20540V3.2	15.8116	13.8573	21.879
Pp3c13_16500V3.1	19.8434	27.6704	13.6243
Pp3c15_5220V3.3	0.26882	0.126445	0
Pp3c2_37290V3.3	0	0	0
Pp3c21_10450V3.1	0.593784	0.444064	0.514132
Pp3c20_8320V3.3	0.253113	0	0
Pp3c21_7830V3.1	9.85988	9.21203	7.86978
Pp3c24_19810V3.1	28.376	30.9379	21.8381
Pp3c19_1080V3.1	0	0	0
Pp3c15_24780V3.1	5.15227	4.12436	3.01154
Pp3c15_24780V3.2	0	0	3.05039
Pp3c15_2880V3.1	0	0	0
Pp3c18_3680V3.1	0	0	0
Pp3c15_13830V3.1	20.9355	17.1129	20.2907
Pp3c18_2210V3.3	0	0	0
Pp3c15_14500V3.3	0	0	0
Pp3c1_16491V3.1	4.37954	4.84741	0.396997
Pp3c15_2341V3.1	8.94759	7.45648	4.58955
Pp3c25_560V3.1	2.15766	3.64075	3.16249
Pp3c15_21980V3.1	7.08113	9.99888	11.1887
Pp3c23_15020V3.1	0.025213	0.126612	0.1347
Pp3c3_24140V3.1	0	0	0
Pp3c1_6110V3.1	90.6656	70.9851	88.4577
Pp3c15_8710V3.2	0.175234	0.125396	0.403448
Pp3c18_11770V3.1	3.42469	2.47267	0
Pp3c6_16720V3.1	0	0	0
Pp3c15_5060V3.1	0.004444	0.019186	0.023521
Pp3c18_6580V3.1	0	0.35116	0
Pp3c15_22130V3.1	10.1371	8.51383	8.33947
Pp3c3_10430V3.2	0.094644	0.140034	0.011414
Pp3c15_20550V3.1	11.8655	11.6992	11.2706
Pp3c1_8030V3.2	0.14759	0.851735	0
Pp3c15_20550V3.5	0	0	0
Pp3c15_21210V3.1	0.398236	0.311417	0.389021
Pp3c17_12760V3.1	3.86255	3.48832	2.96383
Pp3c4_6780V3.1	1.0527	4.47018	2.43831
Pp3c19_18770V3.3	0	0	1.47744
Pp3c15_20578V3.1	0	0	0.133375
Pp3c15_710V3.5	15.8112	9.47207	32.6788
Pp3c1_26730V3.1	21.0731	22.6095	20.4254
Pp3c7_21360V3.1	0.559639	1.15841	0.580243
Pp3c22_1860V3.1	709.23	764.7	685.678
Pp3c3_23720V3.1	182.877	196.607	178.558
Pp3c2_36840V3.1	11.3323	11.2628	13.6187
Pp3c9_19220V3.4	0.099103	0	0
Pp3c3_21718V3.1	38.5013	47.0412	30.8041
Pp3c15_3110V3.3	2.66943	7.19144	10.3132
Pp3c24_12790V3.1	0	0	0
Pp3c15_3110V3.2	6.75396	0	0
Pp3c2_5938V3.1	0.437765	0	0
Pp3c23_4430V3.1	0	0	0
Pp3c24_19680V3.3	21.9613	15.8763	0
Pp3c10_20620V3.1	2.68942	1.34675	2.03114
Pp3c15_1090V3.1	195.057	193.783	165.507
Pp3c21_4860V3.14	0.033671	0	0
Pp3c15_5860V3.1	1885.9	1654.78	1591.2
Pp3c15_3250V3.1	0	0	0
Pp3c7_1350V3.1	3.65927	3.064	4.35627
Pp3c2_1380V3.1	0	0	6.85535
Pp3c15_13170V3.1	1.24702	0.50111	1.09938
Pp3c15_7750V3.4	14.4634	12.2608	18.3684
Pp3c15_16460V3.1	0	0	0
Pp3c15_7750V3.1	18.2249	11.736	12.7919
Pp3c16_11810V3.1	1.95972	1.74785	1.32629
Pp3c15_3500V3.1	0	0	0
Pp3c15_19380V3.1	0.033699	0.035236	0
Pp3c2_3790V3.1	0	0	0
Pp3c3_10060V3.1	3.98843	3.8549	4.18892
Pp3c13_1530V3.1	0	0.217517	0
Pp3c20_9370V3.2	0	0	0
Pp3c3_20230V3.1	0	0	0
Pp3c1_1860V3.1	112.043	108.194	155.007
Pp3c21_2380V3.1	0	0	0
Pp3c15_23600V3.1	0.742722	0.602222	0.207922
Pp3c5_6660V3.1	7.3469	5.86419	7.28141
Pp3c17_14790V3.1	9.39508	11.5494	8.20145
Pp3c15_23600V3.2	0	0	0.867056
Pp3c15_9790V3.1	0.494664	3.00302	2.67446
Pp3c18_1170V3.1	9.73221	10.6945	9.76364
Pp3c2_35020V3.1	2.23548	2.25893	1.1679
Pp3c11_5550V3.3	0.136302	0	0
Pp3c17_21340V3.1	0	0	0
Pp3c15_2570V3.1	175.415	151.573	240.875
Pp3s58_90V3.1	0	0	0
Pp3c15_23760V3.1	0	0	0
Pp3c5_28420V3.1	0.761095	4.04051	14.506
Pp3c6_26300V3.5	0	2.78194	0
Pp3c15_22530V3.4	6.16614	4.32819	0.688753
Pp3c15_22530V3.3	24.3182	29.4198	42.561
Pp3c6_30060V3.1	0	0	0
Pp3c2_30110V3.1	0	0	0
Pp3c16_11480V3.2	0	0	0.232727
Pp3c15_10559V3.1	0	0	0
Pp3c13_19440V3.1	0	0	0
Pp3c15_3940V3.1	34.0171	36.3943	41.1386
Pp3c24_14400V3.2	0	0	0
Pp3c3_5590V3.1	2.12802	1.54498	0.417376
Pp3c23_10052V3.1	0.323875	0.217736	0.101443
Pp3c15_14630V3.1	3.0984	2.23499	2.22972
Pp3c15_12460V3.1	0	0	0
Pp3c23_1620V3.1	0	0	0
Pp3c15_1060V3.7	0	0	0
Pp3c15_1060V3.2	0	0	0
Pp3c15_11369V3.1	0.12513	0	0
Pp3c5_7089V3.1	0	1.27725	0
Pp3c15_19200V3.1	6.12751	5.17916	4.0266
Pp3c1_8160V3.2	0.102738	0.752314	0.77214
Pp3c21_19210V3.3	0	0	0.045388
Pp3c15_19200V3.4	0	0.261528	1.21482
Pp3c2_25720V3.5	5.71259	4.7678	5.96672
Pp3c5_19700V3.1	0	0	1.1306
Pp3c15_19471V3.1	0	0	0
Pp3c15_14620V3.5	3.98371	7.91397	8.09258
Pp3c15_14620V3.4	3.78689	0	0
Pp3c24_19790V3.1	7.6045	5.8761	5.84078
Pp3c23_17890V3.2	3.88301	4.4971	0.773083
Pp3c15_22480V3.1	0	0	0
Pp3c21_17920V3.9	6.35315	5.51863	2.15643
Pp3c22_12260V3.4	0	0.043952	0
Pp3c19_22930V3.2	0	0	10.8569
Pp3c15_9220V3.1	14.306	10.6563	10.0476
Pp3c15_21390V3.1	8.12373	6.86757	8.42737
Pp3c3_16820V3.2	0	0	0
Pp3c3_1500V3.1	18.9176	15.731	21.1472
Pp3c21_11840V3.1	15.7473	15.5142	13.6674
Pp3c15_14250V3.1	1.85616	1.14033	0.532945
Pp3c15_14250V3.2	0	0.443243	1.14462
Pp3c23_11690V3.2	5.2518	4.9798	4.90884
Pp3c15_70V3.1	23.9337	15.4543	0
Pp3c9_20440V3.1	0	0	0
Pp3c2_25070V3.1	5.50816	4.26514	5.23265
Pp3c15_70V3.5	0.16427	0.028354	0.270958
Pp3c21_16305V3.1	0.194259	0.405095	0
Pp3c23_18240V3.1	15.0266	11.5217	10.8348
Pp3c15_70V3.6	0	0	0
Pp3c15_17260V3.8	1.701	1.02097	0
Pp3c15_17260V3.5	0	0	0.652985
Pp3c19_1540V3.2	17.4265	9.56714	16.5336
Pp3c15_17260V3.11	0	0	0
Pp3c1_11070V3.1	12.8789	15.715	12.7606
Pp3c15_17260V3.13	0	0	0
Pp3c3_21690V3.4	0	0	0
Pp3c15_17260V3.17	0	0	1.64041
Pp3c14_17190V3.1	15.4241	14.0272	16.6966
Pp3c15_17210V3.1	0.766806	0.40168	0.64967
Pp3c15_10370V3.1	105.832	101.745	104.1
Pp3c15_23110V3.1	14.3405	13.273	18.9644
Pp3c15_7440V3.1	4.54768	4.47991	7.08837
Pp3c16_10350V3.1	0	0.192514	0
Pp3c15_7440V3.3	0	0	0
Pp3c15_7440V3.2	0.059297	0.167649	0.073905
Pp3c19_20830V3.5	6.20974	7.77233	2.0353
Pp3c15_25990V3.1	0	0	0
Pp3c15_11320V3.1	2.58818	2.00647	2.11193
Pp3c10_8720V3.1	1.20738	0.572745	0.787771
Pp3c15_20280V3.1	3.09007	2.12667	2.98045
Pp3c6_4335V3.1	0.389145	1.58877	0
Pp3c15_17630V3.1	0	0	0
Pp3c15_15710V3.1	10.2481	9.29201	7.2605
Pp3c15_15710V3.2	0	0	0.87491
Pp3c22_4740V3.3	0	0	0
Pp3c23_22500V3.1	0	0	0
Pp3c11_8370V3.2	0.035061	0.104541	0.060347
Pp3c7_18000V3.4	0	0	0
Pp3c15_4590V3.1	0	0	0
Pp3c1_25980V3.1	30.535	31.966	41.4983
Pp3c19_15010V3.4	0	0.586332	0
Pp3c15_24050V3.1	4.58037	4.51786	4.37522
Pp3c26_860V3.2	2.34794	1.48698	3.7317
Pp3c15_18331V3.1	0.660593	2.13902	2.30595
Pp3c22_5130V3.1	0	0	0
Pp3c15_11620V3.1	17.8116	18.8635	19.8463
Pp3c23_9080V3.1	1.12875	0.635455	3.25637
Pp3c15_20200V3.3	0	0	4.57479
Pp3c14_25240V3.3	9.94439	8.27205	7.219
Pp3c2_29400V3.1	0.614088	0.305269	1.32605
Pp3c15_6460V3.2	16.5343	14.916	5.72278
Pp3c2_10920V3.2	0.632735	0.694864	0.882711
Pp3c15_14110V3.1	55.5194	63.2736	57.3601
Pp3c1_8740V3.2	0.782072	1.16917	3.29267
Pp3c1_13950V3.1	0	0	0
Pp3c7_8980V3.2	0	0	0
Pp3c13_21450V3.1	10.2115	9.94697	10.8734
Pp3c9_14383V3.1	2.05021	2.31744	1.95291
Pp3c15_12670V3.1	0	0	0
Pp3c15_4370V3.1	116.682	116.397	125.752
Pp3c26_7270V3.1	18.7907	16.0602	13.8961
Pp3c15_22680V3.1	0	0	0
Pp3c22_6380V3.13	0	0.165043	0.375561
Pp3c23_5270V3.1	7.17263	6.43526	1.85155
Pp3c9_11840V3.1	0.048865	0.071689	0.108021
Pp3c3_18780V3.3	0	0	0
Pp3c15_650V3.1	3.07775	2.79152	10.3147
Pp3c15_17260V3.10	0	0.360503	0
Pp3c15_7910V3.1	32.2611	30.8571	32.5447
Pp3c11_25660V3.3	0.425552	0.464345	0
Pp3c15_8350V3.1	0	0	0
Pp3c16_13420V3.1	0.310797	0.584659	0
Pp3c15_8400V3.1	0.711712	0.758058	0.726568
Pp3c14_6480V3.1	10.7197	9.30962	7.71396
Pp3c15_21970V3.1	0	0	0
Pp3c21_14170V3.1	0.05729	0	0
Pp3c15_19020V3.1	0	0	0
Pp3c15_2170V3.1	0.76761	0.152634	0.757742
Pp3c2_30120V3.1	2.42938	1.26014	1.37041
Pp3c14_3580V3.1	26.6978	28.6963	32.0768
Pp3c15_13210V3.1	0.055538	0	0
Pp3c17_23480V3.1	8.54914	6.45754	5.15669
Pp3c15_12810V3.1	244.131	209.538	178.728
Pp3c3_22040V3.3	0.169006	0.842092	0
Pp3c15_3450V3.3	0	0.131041	0
Pp3c1_23380V3.1	0	0	0
Pp3c15_23450V3.4	2.22972	0.146218	0
Pp3c15_14160V3.1	3.26214	3.26579	4.07339
Pp3c2_18150V3.1	21.3779	15.7392	15.3472
Pp3c15_24980V3.2	5.55158	3.77393	6.89827
Pp3c15_20190V3.1	4.87026	4.47886	5.81659
Pp3c21_15370V3.1	5.76578	4.98379	4.85482
Pp3c15_20190V3.3	0	0	0.121121
Pp3c10_5620V3.2	0.683304	6.87785	0
Pp3c15_25170V3.1	14.0667	9.47136	11.6376
Pp3c14_13370V3.3	3.58424	3.64145	4.27562
Pp3c15_11022V3.1	0.658037	1.05551	0.136632
Pp3c15_17070V3.1	0.338323	0.143269	0.397747
Pp3c11_2890V3.1	3.1488	2.48747	2.76109
Pp3c13_7900V3.1	2126.17	2589.97	2602.12
Pp3c10_16180V3.1	7.43246	6.42887	4.6709
Pp3c15_10620V3.1	8.30771	4.98566	4.99394
Pp3c14_11970V3.1	2.22672	1.93255	2.40115
Pp3c19_4024V3.1	15.3001	10.5404	16.8977
Pp3c15_10620V3.2	0	0	0
Pp3c2_14430V3.1	22.8405	27.0673	19.8193
Pp3c16_25140V3.3	0	0	0
Pp3c15_6290V3.1	36.3207	34.2875	39.9497
Pp3c8_12620V3.3	11.8752	8.78152	5.73532
Pp3c23_12700V3.3	0.593222	0.617334	0
Pp3c15_20300V3.1	0.876422	0.864171	1.24769
Pp3c12_9430V3.1	2.35673	1.90555	2.18542
Pp3c15_21880V3.3	1.48013	2.8834	1.96637
Pp3c15_10950V3.2	0	0	0.106608
Pp3c8_19810V3.8	0	0	0
Pp3c19_8370V3.1	8.84374	8.14085	14.6207
Pp3c15_11750V3.8	0.273606	0.815539	1.45675
Pp3c13_20600V3.1	26.7186	31.8919	37.5083
Pp3c14_4530V3.1	0	0	0.093394
Pp3c15_20440V3.1	1.13754	0.096154	0.660255
Pp3c10_24140V3.1	3.51518	2.01383	1.25732
Pp3c19_5030V3.1	1.06407	3.75885	0.866367
Pp3c15_20440V3.3	2.51623	3.34725	2.46181
Pp3c15_18260V3.1	7.50831	6.7886	6.32416
Pp3c2_6360V3.5	0	0	0.490308
Pp3c11_12090V3.1	3.70998	2.25067	3.49737
Pp3c5_20030V3.1	57.9515	44.1872	43.8561
Pp3c2_20380V3.1	0	0	0
Pp3c10_170V3.5	7.35206	7.12826	4.32172
Pp3c15_18290V3.1	5.91333	5.89296	0.591204
Pp3c19_7960V3.1	258.694	167.955	178.572
Pp3c15_4870V3.2	0	0	1.30983
Pp3c15_23970V3.1	0	0	0
Pp3c15_2670V3.1	2.41881	2.2143	2.05147
Pp3c5_3270V3.5	0.917662	1.36779	2.43955
Pp3c15_10471V3.1	0	0	0
Pp3c23_440V3.1	13.0443	10.9631	12.0725
Pp3c15_15371V3.1	0	0.198334	0
Pp3c15_7540V3.1	6.49281	5.27057	5.22593
Pp3s62_110V3.3	7.34072	6.56583	11.2072
Pp3c15_5070V3.1	11.7952	9.84328	12.0118
Pp3c20_760V3.12	0	0	0
Pp3c17_13877V3.5	0.490133	0	0
Pp3c15_5070V3.4	0.187782	0	0.264117
Pp3c15_5070V3.3	0	0	0.579365
Pp3c3_6500V3.1	97.0667	91.061	114.967
Pp3c12_23290V3.2	0	0.190702	0.150293
Pp3c20_13220V3.1	0	0	0
Pp3c15_20650V3.1	36.9263	43.3493	48.6246
Pp3c3_30410V3.1	7.09911	5.75672	7.28941
Pp3c15_10420V3.2	0	0	0
Pp3c9_18000V3.4	0	1.8578	9.53243
Pp3c15_11030V3.1	5.91483	7.82489	3.40171
Pp3c2_10220V3.1	7.1216	5.11086	4.24844
Pp3c15_19010V3.4	1.61718	0.716885	1.32642
Pp3c4_29860V3.8	0	1.99431	7.93934
Pp3c26_4450V3.2	30.102	36.8211	31.1198
Pp3c20_5880V3.1	1.47834	1.23757	1.28932
Pp3c5_7130V3.1	0	0	0
Pp3c15_7640V3.1	0	0	0.130721
Pp3c15_22980V3.6	4.03523	6.15916	6.36388
Pp3c15_22980V3.5	2.24439	0	0
Pp3c2_2680V3.1	2.95766	3.69784	2.4375
Pp3c19_14240V3.1	0	0	0
Pp3c15_22980V3.1	0	0	0
Pp3c8_2459V3.1	0	0	0
Pp3c20_1680V3.1	9.27278	7.83881	12.1703
Pp3c20_12080V3.1	5.89621	4.39281	3.38228
Pp3c1_16980V3.1	8.88895	8.04381	8.02047
Pp3c15_22980V3.2	0	0	0
Pp3c6_16130V3.1	2.2243	2.80293	7.00374
Pp3c15_22840V3.1	3.923	2.03996	1.58346
Pp3c25_10320V3.8	0.861383	0.412903	1.47662
Pp3c11_26710V3.1	7.25966	5.59722	5.94083
Pp3c15_22840V3.2	0	1.03132	1.27625
Pp3c7_10670V3.1	0	0	0
Pp3c3_4110V3.1	0	0	0
Pp3c15_24928V3.1	1.69717	1.56264	0.262
Pp3c18_20160V3.1	0	0	1.27418
Pp3c15_5230V3.3	11.6438	28.2958	31.5173
Pp3c15_22158V3.1	2.64753	1.90413	0.262752
Pp3c18_4130V3.4	0	0	2.52802
Pp3c11_19960V3.6	2.8143	4.6562	5.31736
Pp3c15_6630V3.1	1.755	1.66389	0.469144
Pp3c15_11340V3.3	0	0	0
Pp3c15_11340V3.5	0.585832	0.490782	0.344074
Pp3c13_16410V3.1	0	0	0
Pp3c20_10640V3.1	171.884	99.1264	65.0245
Pp3c1_19720V3.2	2.68062	4.84102	1.21872
